"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"Reservoir","2/102 Rathcown Rd","2","u",440000,"SP","Ray","15-10-16",11.2,"3073","2","1","2",132,83,"Darebin",-37.709,145.0219
"Reservoir","1/18 Duffy St","2","u",376000,"S","Ray","16-04-16",11.2,"3073","2","1","1",104,77,"Darebin",-37.7104,145.0076
"Reservoir","4/7 Pershing St","2","u",390000,"VB","Nelson","16-04-16",11.2,"3073","2","1","1",122,74,"Darebin",-37.7261,144.9961
"Reservoir","2/14 Drysdale St","2","u",330000,"PI","Ray","16-07-16",11.2,"3073","2","1","1",90,64,"Darebin",-37.7295,145.0243
"Reservoir","3/30 George St","2","u",420000,"S","hockingstuart","16-07-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","4/23 Allenby Av","2","u",445000,"S","Love","18-03-17",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","1/26 Chaleyer St","3","u",470000,"S","Ray","18-03-17",11.2,"3073","3","1","2",159,97,"Darebin",-37.7277,145.0248
"Reservoir","1/12 Merino St","2","u",440000,"SP","Love","18-03-17",11.2,"3073","2","1","1",183,93,"Darebin",-37.7078,145.033
"Reservoir","3/13 Nisbett St","2","u",481000,"S","Barry","18-03-17",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","1/5 Daventry St","2","u",424000,"S","Barry","18-06-16",11.2,"3073","2","1","1",141,81,"Darebin",-37.7149,145.0009
"Reservoir","2/27 Erskine Av","2","u",363000,"SP","Barry","18-06-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","2/152 St Vigeons Rd","2","u",480000,"S","Ray","19-11-16",11.2,"3073","2","2","1",145,145,"Darebin",-37.7053,145.0173
"Reservoir","1/15 Chenies St","3","u",450000,"VB","hockingstuart","22-05-16",11.2,"3073","3","1","2",179,108,"Darebin",-37.7108,145.0289
"Reservoir","1/126 St Vigeons Rd","2","u",350000,"PI","Ray","22-05-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","2/7 Colthur St","3","u",475000,"SP","Barry","22-08-16",11.2,"3073","3","1","2",521,100,"Darebin",-37.7097,144.9912
"Reservoir","4/32 Crookston Rd","2","u",440000,"SP","Barry","22-08-16",11.2,"3073","2","1","1",153,87,"Darebin",-37.7098,145.0211
"Reservoir","2/2 Elsey Rd","2","u",525000,"S","Harcourts","23-04-16",11.2,"3073","3","1","2",284,82.7297297297297,"Darebin",-37.705,145.0152
"Reservoir","6/5 Seaver Gr","2","u",340000,"VB","Love","24-09-16",11.2,"3073","2","1","1",151,80,"Darebin",-37.7126,144.99
"Reservoir","2/2 Leamington St","2","u",465000,"S","Love","25-02-17",11.2,"3073","2","1","1",111,82.7297297297297,"Darebin",-37.7128,145.0075
"Reservoir","5/25 Ashley St","2","u",300000,"S","Love","26-07-16",11.2,"3073","2","1","1",87,62,"Darebin",-37.7174,145.0016
"Reservoir","4/1067 High St","2","u",240000,"PI","Stockdale","26-07-16",11.2,"3073","2","1","1",82,82.7297297297297,"Darebin",-37.6983,145.0104
"Reservoir","1/173 Edwardes St","2","u",477000,"S","Nelson","27-06-16",11.2,"3073","2","1","2",115,82.7297297297297,"Darebin",-37.7156,144.9977
"Reservoir","1/14 Ludeman Ct","2","u",433000,"S","Ray","27-06-16",11.2,"3073","2","1","1",236,72,"Darebin",-37.6984,144.9997
"Reservoir","6 Mattea Ct","3","u",672000,"S","Harcourts","27-06-16",11.2,"3073","3","1","2",855,82.7297297297297,"Darebin",-37.7328,145.0348
"Reservoir","5a Tambo Av","2","u",468000,"S","Stockdale","27-11-16",11.2,"3073","2","1","1",175.446153846154,82.7297297297297,"Darebin",-37.7139,145.0104
"Reservoir","1/9 Daventry St","2","u",405000,"S","Barry","28-05-16",11.2,"3073","2","1","1",121,82.7297297297297,"Darebin",-37.7146,145.001
"Reservoir","1/23 George St","2","u",431000,"S","Barry","28-05-16",11.2,"3073","2","1","1",139,82.7297297297297,"Darebin",-37.7175,145
"Reservoir","4/77 Pine St","2","u",430000,"S","Barry","28-08-16",11.2,"3073","2","1","1",152,82.7297297297297,"Darebin",-37.7173,144.9976
"Reservoir","2/14 Ludeman Ct","2","u",390000,"SP","Love","30-07-16",11.2,"3073","2","1","1",133,65,"Darebin",-37.6983,144.9998
"Richmond","409/120 Palmer St","2","u",540000,"PI","LITTLE","03-09-16",2.6,"3121","2","2","1",656,76.6666666666667,"Yarra",-37.8195,145.0103
"Richmond","4/5 Leslie St","2","u",630000,"S","Biggin","03-12-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","502/39 Bosisto St","1","u",437500,"SP","Biggin","04-03-17",2.6,"3121","1","1","1",778,76.6666666666667,"Yarra",-37.8177,144.9972
"Richmond","3/24 Davison St","2","u",479000,"S","Biggin","04-03-17",2.6,"3121","2","1","1",534,76.6666666666667,"Yarra",-37.8123,145.0081
"Richmond","318/185 Lennox St","2","u",655000,"PI","hockingstuart","04-03-17",2.6,"3121","2","1","1",1725,69,"Yarra",-37.8174,144.9949
"Richmond","414/6 Lord St","2","u",561000,"S","Biggin","04-03-17",2.6,"3121","2","1","1",2571,66,"Yarra",-37.8198,145.005
"Richmond","101/18 Tanner St","2","u",635000,"S","Biggin","04-03-17",2.6,"3121","2","2","1",2740,76,"Yarra",-37.8231,144.9906
"Richmond","7/6 Lord St","2","u",555000,"S","Biggin","04-06-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.8198,145.005
"Richmond","16/2 New St","2","u",785000,"SP","Biggin","07-11-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","6/1 Barnet Wy","2","u",1066000,"S","Abercromby's","10-12-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","1/1 Ellis St","2","u",600000,"S","Biggin","11-02-17",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","1/40 Bridge Rd","2","u",505000,"S","hockingstuart","18-06-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","6/11 River St","2","u",915000,"S","Biggin","22-05-16",2.6,"3121","2","1","1",1998.8125,76.6666666666667,"Yarra",-37.82101,145.0011
"Richmond","606/120 Palmer St","2","u",620000,"PI","LITTLE","22-08-16",2.6,"3121","2","2","1",650,76.6666666666667,"Yarra",-37.8195,145.0103
"Richmond","4/199 Punt Rd","1","u",360000,"S","Biggin","27-11-16",2.6,"3121","1","1","1",1332,76.6666666666667,"Yarra",-37.8181,144.9901
"Rosanna","2/236 Lower Plenty Rd","3","u",560000,"VB","Miles","07-05-16",11.4,"3084","3","1","1",213,112,"Banyule",-37.7386,145.0733
"Rosanna","5/37 Grandview Gr","2","u",633000,"S","Miles","14-05-16",11.4,"3084","3","1","1",210,95,"Banyule",-37.7417,145.0613
"Rosanna","3/201 Rosanna Rd","3","u",600000,"S","Miles","14-05-16",11.4,"3084","3","2","2",169,95,"Banyule",-37.7415,145.0726
"Rosanna","3/81 Lower Plenty Rd","2","u",635000,"PI","Fletchers","18-03-17",11.4,"3084","2","1","1",203,95,"Banyule",-37.7432,145.0631
"Rosanna","4/37 Grandview Gr","3","u",780000,"S","Miles","25-02-17",11.4,"3084","3","1","2",239,95,"Banyule",-37.7417,145.061
"Rosanna","4/32 Lower Plenty Rd","2","u",618000,"S","Miles","27-11-16",11.4,"3084","2","1","1",151,96,"Banyule",-37.7458,145.0609
"Rosanna","2/237 Rosanna Rd","3","u",601000,"S","Barry","28-05-16",11.4,"3084","3","2","1",217,142,"Banyule",-37.7388,145.0742
"Seddon","4/185 Buckley St","2","u",645000,"S","Jas","27-11-16",6.6,"3011","2","1","1",2760.875,80.5,"Maribyrnong",-37.7987,144.8907
"South Yarra","4/38 MacFarlan St","2","u",965000,"S","hockingstuart","03-12-16",3.3,"3141","2","2","2",2143,74,"Stonnington",-37.8393,144.9886
"South Yarra","413/35 Malcolm St","1","u",315000,"PI","hockingstuart","03-12-16",3.3,"3141","1","1","0",14500,74,"Stonnington",-37.8372,144.9963
"South Yarra","503/99 River St","2","u",978500,"S","hockingstuart","04-03-17",3.3,"3141","2","2","2",17200,74,"Stonnington",-37.8361,144.9966
"South Yarra","5/6 Tivoli Pl","2","u",863000,"S","hockingstuart","04-03-17",3.3,"3141","2","2","1",742,74,"Melbourne",-37.8357,144.9867
"South Yarra","9/372 Toorak Rd","1","u",411000,"S","hockingstuart","08-10-16",3.3,"3141","1","1","1",1369,74,"Stonnington",-37.8405,145.0025
"South Yarra","9/46 Darling St","2","u",625000,"S","Williams","10-12-16",3.3,"3141","2","1","1",1283,74,"Stonnington",-37.8359,144.9921
"South Yarra","8/57 Adams St","1","u",555000,"S","Williams","12-11-16",3.3,"3141","1","1","1",630,74,"Melbourne",-37.8356,144.9773
"South Yarra","17/393 Toorak Rd","1","u",400000,"S","LITTLE","14-05-16",3.3,"3141","1","1","1",1424,74,"Stonnington",-37.8402,145.0029
"South Yarra","9/18 Kensington Rd","2","u",693000,"S","Biggin","15-10-16",3.3,"3141","2","1","1",2122,64,"Stonnington",-37.8383,145.0014
"South Yarra","608/20 Garden St","2","u",515000,"VB","Harrington","16-04-16",3.3,"3141","2","1","1",734,65,"Stonnington",-37.8433,144.9962
"South Yarra","2/100 Commercial Rd","3","u",805000,"S","Kay","17-09-16",3.3,"3141","3","2","3",6111,74,"Melbourne",-37.8453,144.9849
"South Yarra","2/234 Domain Rd","4","u",2050000,"VB","RT","18-03-17",3.3,"3141","4","2","1",979,74,"Melbourne",-37.8344,144.9857
"South Yarra","8/28 The Righi","1","u",612000,"S","hockingstuart","18-06-16",3.3,"3141","1","1","1",607,74,"Stonnington",-37.8328,144.9866
"South Yarra","2/41 Walsh St","1","u",480000,"PI","Williams","19-11-16",3.3,"3141","1","1","1",5353.91666666667,74,"Stonnington",-37.8369,144.9848
"South Yarra","12/2 Gordon Gr","2","u",635000,"S","Beller","25-02-17",3.3,"3141","2","1","1",855,74,"Stonnington",-37.8336,144.9882
"South Yarra","504/79 River St","2","u",827000,"S","hockingstuart","26-07-16",3.3,"3141","2","2","2",17200,74,"Stonnington",-37.8361,144.9966
"Southbank","716/22 Dorcas St","1","u",385500,"S","LITTLE","04-03-17",1.2,"3006","1","1","1",1826,71.6666666666667,"Melbourne",-37.8301,144.9697
"Southbank","24/105 Southbank Bvd","2","u",685000,"S","hockingstuart","04-03-17",1.2,"3006","2","1","1",3325.125,71.6666666666667,"Melbourne",-37.8256,144.9665
"Southbank","1712/39 Coventry St","2","u",485000,"PI","Dingle","10-09-16",1.2,"3006","2","1","1",2121,71.6666666666667,"Melbourne",-37.8295,144.9692
"Southbank","308/18 Kavanagh St","1","u",455000,"S","Greg","11-02-17",1.2,"3006","1","1","0",760,70,"Melbourne",-37.8228,144.9661
"Southbank","1509/152 Sturt St","2","u",569000,"S","MICM","11-03-17",1.2,"3006","2","2","1",3878,71.6666666666667,"Melbourne",-37.8255,144.9665
"Southbank","909/118 Kavanagh St","2","u",430000,"PI","Dingle","12-11-16",1.2,"3006","2","2","0",2295,71.6666666666667,"Melbourne",-37.8256,144.9622
"Southbank","2503/109 Clarendon St","2","u",380000,"PI","Greg","13-08-16",1.2,"3006","2","1","1",3325.125,71.6666666666667,"Melbourne",-37.8256,144.9665
"Southbank","406/152 Sturt St","1","u",480000,"VB","Greg","14-05-16",1.2,"3006","1","1","1",3878,71.6666666666667,"Melbourne",-37.8255,144.9665
"Southbank","601/65 Coventry St","2","u",622500,"S","hockingstuart","22-05-16",1.2,"3006","2","2","1",2955,67,"Melbourne",-37.8299,144.9679
"St Kilda","8/15 Herbert St","2","u",640000,"S","hockingstuart","03-12-16",6.1,"3182","2","1","1",1055,93.1666666666667,"Port Phillip",-37.8715,144.9827
"St Kilda","10/352 Canterbury Rd","2","u",500000,"S","Wilson","04-03-17",6.1,"3182","2","1","1",5530,70,"Port Phillip",-37.859,144.9767
"St Kilda","26/12 Clyde St","2","u",530000,"PI","Buxton","04-03-17",6.1,"3182","2","1","1",6186,93.1666666666667,"Port Phillip",-37.8656,144.9782
"St Kilda","3/33 Robe St","3","u",1500000,"VB","Castran","04-03-17",6.1,"3182","3","1","1",1669,176,"Port Phillip",-37.8646,144.9786
"St Kilda","18/41 Chapel St","3","u",610000,"S","hockingstuart","07-05-16",6.1,"3182","3","1","2",7170,93.1666666666667,"Port Phillip",-37.861,144.9915
"St Kilda","8/12 Charnwood Rd","2","u",487500,"S","Pride","08-10-16",6.1,"3182","2","1","2",1676,93.1666666666667,"Port Phillip",-37.8585,144.9852
"St Kilda","5/72 Barkly St","1","u",395000,"SP","Buxton","10-09-16",6.1,"3182","1","1","1",1286,93.1666666666667,"Port Phillip",-37.8621,144.9823
"St Kilda","9/12 Charnwood Rd","2","u",560000,"S","Rodney","10-09-16",6.1,"3182","2","1","2",1676,93.1666666666667,"Port Phillip",-37.8585,144.9852
"St Kilda","37/151 Fitzroy St","2","u",571000,"S","Whiting","12-06-16",6.1,"3182","2","1","1",7458,93.1666666666667,"Port Phillip",-37.8591,144.979
"St Kilda","201/63 Acland St","1","u",430000,"SP","Buxton","12-11-16",6.1,"3182","1","1","1",1409,63,"Port Phillip",-37.8661,144.9772
"St Kilda","3/11 Burnett St","1","u",420000,"SP","Wilson","12-11-16",6.1,"3182","1","1","0",954,93.1666666666667,"Port Phillip",-37.8612,144.9804
"St Kilda","3/15 Mitchell St","2","u",570000,"S","Pride","12-11-16",6.1,"3182","2","1","1",628,93.1666666666667,"Port Phillip",-37.8681,144.9844
"St Kilda","21/127 Grey St","1","u",330000,"SA","hockingstuart","15-10-16",6.1,"3182","1","1","1",653,93.1666666666667,"Port Phillip",-37.8642,144.9814
"St Kilda","3/38 Barkly St","2","u",503500,"S","Buxton","16-04-16",6.1,"3182","2","1","1",683,72,"Port Phillip",-37.8594,144.9828
"St Kilda","2/16 Charnwood Rd","2","u",650000,"PI","Charlton","18-06-16",6.1,"3182","2","1","0",822,70,"Port Phillip",-37.8585,144.9854
"St Kilda","51/3 Alfred Sq","2","u",610000,"S","Whiting","22-05-16",6.1,"3182","2","1","1",1211,93.1666666666667,"Port Phillip",-37.8644,144.9741
"St Kilda","1/155 Fitzroy St","1","u",360000,"S","Gary","22-08-16",6.1,"3182","1","1","1",400,93.1666666666667,"Port Phillip",-37.859,144.9792
"St Kilda","5/170 St Kilda Rd","2","u",450000,"VB","hockingstuart","22-08-16",6.1,"3182","2","1","1",841,93.1666666666667,"Port Phillip",-37.8612,144.985
"St Kilda","21/7 Alfred Sq","2","u",520000,"PI","Whiting","25-02-17",6.1,"3182","2","1","1",1235,63,"Port Phillip",-37.8645,144.9749
"St Kilda","1/45 Robe St","2","u",400000,"VB","McGrath","27-06-16",6.1,"3182","2","1","1",797,67,"Port Phillip",-37.8642,144.9793
"St Kilda","5/69 Wellington St","2","u",580000,"PI","McGrath","27-11-16",6.1,"3182","2","1","1",1155,102,"Port Phillip",-37.8568,144.9873
"St Kilda","1/5 Marine Pde","2","u",1100000,"S","Greg","28-05-16",6.1,"3182","2","1","2",1458,141,"Port Phillip",-37.8695,144.9763
"St Kilda","10/66 Alma Rd","2","u",648000,"S","Noel","30-07-16",6.1,"3182","2","1","1",1208,93.1666666666667,"Port Phillip",-37.861,144.9891
"St Kilda","7/19 Redan St","2","u",550000,"VB","Biggin","30-07-16",6.1,"3182","2","1","1",1357,93.1666666666667,"Port Phillip",-37.8601,144.9898
"Sunshine","1/136 Wright St","2","u",260000,"PI","Douglas","03-09-16",12.6,"3020","2","1","1",79,109.222222222222,"Brimbank",-37.7952,144.8262
"Sunshine","69a Monash St","2","u",470000,"S","Barry","07-11-16",12.6,"3020","2","1","1",234,109.222222222222,"Brimbank",-37.7895,144.8385
"Sunshine","1/164 Cornwall Rd","3","u",490000,"S","Barry","10-12-16",12.6,"3020","3","1","1",301,115,"Brimbank",-37.7793,144.8427
"Sunshine","1/10 Norma St","2","u",425500,"SP","Barry","15-10-16",12.6,"3020","2","1","0",153,72,"Brimbank",-37.7912,144.8439
"Sunshine West","2/10 Carter St","3","u",545000,"S","Barry","10-12-16",13.5,"3020","3","2","1",240,131,"Brimbank",-37.7891,144.8152
"Sunshine West","3/14 Smart St","2","u",350000,"S","Bells","24-09-16",13.5,"3020","2","1","1",235,80,"Brimbank",-37.7847,144.8146
"Surrey Hills","2/247 Elgar Rd","3","u",930000,"S","Fletchers","04-02-16",11.2,"3127","3","2","2",252,87.4444444444444,"Whitehorse",-37.8344,145.1114
"Surrey Hills","2/19 Elm St","2","u",745000,"S","Jellis","04-03-17",11.2,"3127","2","1","1",161,87.4444444444444,"Whitehorse",-37.8327,145.106
"Surrey Hills","18/20 Florence Rd","3","u",736000,"S","Barry","07-05-16",11.2,"3127","3","1","2",195,87.4444444444444,"Whitehorse",-37.8287,145.1022
"Surrey Hills","3/18 Essex Rd","2","u",770000,"S","Fletchers","07-11-16",11.2,"3127","2","1","1",156,87.4444444444444,"Boroondara",-37.8275,145.0919
"Surrey Hills","1/21 Wharton St","2","u",760000,"S","Noel","08-10-16",11.2,"3127","2","1","1",681,80,"Boroondara",-37.8159,145.091
"Surrey Hills","15/20 Florence Rd","3","u",880000,"S","Fletchers","11-02-17",11.2,"3127","3","1","2",217,110,"Whitehorse",-37.8287,145.1014
"Surrey Hills","1/308 Canterbury Rd","2","u",805000,"S","hockingstuart","13-08-16",11.2,"3127","2","1","2",297,87.4444444444444,"Boroondara",-37.8255,145.092
"Surrey Hills","2/23 Broughton Rd","2","u",610000,"PI","Marshall","15-10-16",11.2,"3127","2","1","1",102,78,"Whitehorse",-37.8288,145.1048
"Surrey Hills","3/290 Mont Albert Rd","2","u",831000,"S","Noel","15-10-16",11.2,"3127","2","1","1",982,87.4444444444444,"Boroondara",-37.8203,145.0955
"Surrey Hills","5/26 Florence Rd","2","u",550000,"SP","Jellis","16-04-16",11.2,"3127","2","1","1",174,87.4444444444444,"Whitehorse",-37.8291,145.1015
"Surrey Hills","2/11 Blackburn St","2","u",823000,"S","Fletchers","17-09-16",11.2,"3127","2","1","2",165,87.4444444444444,"Boroondara",-37.822,145.0989
"Surrey Hills","7/92 Union Rd","2","u",600000,"PI","Noel","17-09-16",11.2,"3127","2","1","1",101,105,"Boroondara",-37.8263,145.0962
"Surrey Hills","1/52 Union Rd","2","u",620000,"S","Fletchers","19-11-16",11.2,"3127","2","1","1",96,87.4444444444444,"Boroondara",-37.8305,145.0961
"Surrey Hills","4/5 Middlesex Rd","2","u",656000,"S","Fletchers","22-05-16",11.2,"3127","1","1","1",951,76,"Boroondara",-37.8261,145.0902
"Surrey Hills","3/22 Scottsdale St","2","u",899000,"S","Noel","25-02-17",11.2,"3127","2","1","1",226,87.4444444444444,"Whitehorse",-37.8327,145.1019
"Surrey Hills","2/23 Clyde St","2","u",600000,"VB","Noel","27-11-16",11.2,"3127","2","1","2",124,80,"Boroondara",-37.8159,145.0902
"Surrey Hills","1/10 Florence Rd","2","u",813000,"S","Fletchers","28-01-16",11.2,"3127","2","1","2",108,87.4444444444444,"Whitehorse",-37.8276,145.1023
"Surrey Hills","3/4 Wells St","2","u",778500,"S","Noel","28-05-16",11.2,"3127","2","1","1",170,78,"Boroondara",-37.8186,145.0892
"Templestowe Lower","2/28 Hazel Dr","3","u",641000,"S","Jellis","04-06-16",13.8,"3107","3","1","2",349,105,"Manningham",-37.7694,145.1082
"Templestowe Lower","2/27 Ruffey St","3","u",725000,"S","Barry","18-06-16",13.8,"3107","3","1","1",465,105,"Manningham",-37.7549,145.1185
"Templestowe Lower","4/45 John St","3","u",755000,"S","Barry","25-02-17",13.8,"3107","3","1","2",265,105,"Manningham",-37.7705,145.1152
"Thornbury","10/11 Kemp St","2","u",435000,"PI","Harcourts","03-12-16",6.5,"3071","2","1","1",1054,84,"Darebin",-37.7622,144.9953
"Thornbury","1/13 Mansfield St","2","u",525500,"S","Nelson","11-02-17",6.5,"3071","2","1","1",724,72,"Darebin",-37.7564,145.0026
"Thornbury","2/121 Darebin Rd","2","u",605000,"S","Barry","22-05-16",6.5,"3071","2","1","1",133,83,"Darebin",-37.7641,145.0104
"Thornbury","7/9 Hammond St","2","u",466000,"S","Woodards","25-02-17",6.5,"3071","2","1","1",909,84,"Darebin",-37.7633,145.0103
"Thornbury","5/67 Flinders St","2","u",601000,"S","Barry","28-05-16",6.5,"3071","2","1","1",82,84,"Darebin",-37.7556,145.0062
"Toorak","16/3 Tahara Rd","1","u",546000,"S","LITTLE","03-12-16",4.6,"3142","1","1","1",1677,99.5,"Stonnington",-37.8384,145.0178
"Toorak","2/635 Malvern Rd","2","u",876000,"S","Jellis","04-03-17",4.6,"3142","2","1","1",649,99.5,"Stonnington",-37.8486,145.008
"Toorak","7/765 Malvern Rd","2","u",620000,"S","hockingstuart","04-03-17",4.6,"3142","2","1","1",1119,99.5,"Stonnington",-37.8498,145.0173
"Toorak","1 Grosvenor Ct","3","u",1635000,"S","Sotheby's","10-09-16",4.6,"3142","3","1","0",1099,99.5,"Stonnington",-37.8438,145.0303
"Toorak","15/703 Orrong Rd","2","u",1400000,"PI","Williams","27-06-16",4.6,"3142","2","2","2",2927,99.5,"Stonnington",-37.8414,145.0137
"Toorak","7/153 Kooyong Rd","2","u",870000,"SP","hockingstuart","27-11-16",4.6,"3142","2","2","2",1946.5,99.5,"Stonnington",-37.849,145.0215
"Viewbank","3/23 Christine St","2","u",556000,"S","Ray","03-12-16",13.8,"3084","2","1","1",195,95,"Banyule",-37.7405,145.0876
"Viewbank","16/86 Graham Rd","2","u",555000,"SP","Miles","10-12-16",13.8,"3084","2","1","2",197,90,"Banyule",-37.7393,145.0806
"Viewbank","10/86 Graham Rd","2","u",546000,"S","Miles","12-11-16",13.8,"3084","2","1","1",177,100,"Banyule",-37.7388,145.081
"Viewbank","5/62 Meyrick Cr","2","u",455000,"PI","hockingstuart","14-05-16",13.8,"3084","2","1","1",703.0625,95,"Banyule",-37.7446,145.06955
"Viewbank","5/367 Lower Plenty Rd","3","u",440000,"SP","Barry","16-07-16",13.8,"3084","3","1","1",416,95,"Banyule",-37.7321,145.0828
"Watsonia","1/18 Leafield St","3","u",537000,"S","Barry","14-05-16",14.9,"3087","3","1","2",327,95,"Banyule",-37.7125,145.0768
"Windsor","1/60 McIlwrick St","2","u",611000,"S","Hodges","04-03-17",5.1,"3181","2","1","1",598,75,"Stonnington",-37.8564,144.9971
"Windsor","6/213 Dandenong Rd","2","u",600000,"S","hockingstuart","06-08-16",5.1,"3181","2","1","1",1043,82.7142857142857,"Stonnington",-37.8581,144.9972
